Unnamed: 0,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,estas_buscando_trabajo,pluriempleo,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,opcionalen_que_empresaorganizacion_estas_trabajando,company_recommended,tools_copilotchatgpt,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,profile_age,profile_gender,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
1440,Buenos Aires,Full-Time,Staff (planta permanente),1688463.0,1414424.0,Cobro parte del salario en dólares,Oficial,Un sueldo,Performance individual,Más de tres,166.0,Octubre,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,3,3,3,0,"Azure, Windows Server",".NET, Javascript",".NET Core, Angular",Microsoft SQL Server,"Postman, Xunit",De 51 a 100 personas,100% remoto,0,Se ajustaron de acuerdo a la inflación Argentina,Globallogic,3,5,"Organización super burocrática y medio anárquica a la vez (Si, es posible)",Terminar encuesta,,,,,,,,,37,Hombre Cis,No,True,Semi-Senior,1688463.0
1441,Buenos Aires,Full-Time,Contractor,3500000.0,3500000.0,Cobro todo el salario en dólares,1000,No,No recibo bono,No,0.0,No tuve,2,"Descuentos varios (Clarín 365, Club La Nación, etc), cada tanto envian una caja con items variados, como comidas o merchandising",3,"Sí, estoy buscando activamente.",,Developer,12,6,6,0,"Azure, Linux, Serverless, Windows Server",".NET, C#, SQL",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB","NUnit, Postman, Xunit",Más de 10000 personas,100% remoto,0,no,,9,5,,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, activa",0.0,Porcentaje de mi sueldo bruto,41,Hombre Cis,Sí,True,Senior,3500000.0
1442,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2840078.85,2290694.19,Cobro parte del salario en dólares,,De uno a tres sueldos,Performance individual,Más de tres,114.0,Diciembre,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,15,14,2,3,"Amazon Web Services, Azure, OpenShift, Windows Server",".NET, C#, CSS, HTML, SQL, VBA",".NET Core, Bootstrap, jQuery, Node.js, React.js","IBM Db2, Microsoft SQL Server, MongoDB, SQLite, Sybase",ALM,Más de 10000 personas,Híbrido (presencial y remoto),1,"Ajustes ""por inflación"", si bien se hicieron ajustes durante el año para estar acorde con la inflación, no se ajustó la devaluación que hubo a principio de año, por lo que el sueldo quedó igualmente atrasado.",Accenture,8,5,,Terminar encuesta,,,,,,,,,33,Hombre Cis,Sí,True,Senior,2840078.85
1443,Buenos Aires,Full-Time,Staff (planta permanente),7000000.0,5250000.0,Cobro todo el salario en dólares,1007,De uno a tres sueldos,Mix de las anteriores,Uno,4.0,Mayo,2,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,27,12,5,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Go, Java, Python, Rust, Scala, SQL","Akka, Flask","Cassandra, ElasticSearch, MariaDB, Neo4j, Redis, qdrant, memgraph",JUnit,De 2001a 5000 personas,100% remoto,0,,,6,5,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",0.0,Neto,45,Hombre Cis,Sí,True,Senior,7000000.0
1444,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5000000.0,4500000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,Developer,8,3,3,0,"Amazon Web Services, Docker, Kubernetes","Java, Javascript, Kotlin","Node.js, Spring, Ktor","Cassandra, MongoDB, Redis","JUnit, Postman, Karate",De 51 a 100 personas,100% remoto,0,No,,0,2,,Terminar encuesta,,,,,,,,,32,Hombre Cis,Sí,True,Senior,5000000.0
1445,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3800000.0,Cobro parte del salario en dólares,Dólar MEP,De uno a tres sueldos,Performance individual,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,3,0,3,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless","Bash/Shell, Java, Python, SQL","Node.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis",Postman,Más de 10000 personas,100% remoto,0,No.,,10,5,,Terminar encuesta,,,,,,,,,26,Mujer Cis,No,True,Semi-Senior,4500000.0
1446,Córdoba,Full-Time,Contractor,4560000.0,4560000.0,Cobro todo el salario en dólares,1200 dolar crypto,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,11,4,4,0,Ninguna de las anteriores,"Javascript, Ruby, TypeScript","Node.js, Rails",PostgreSQL,Postman,De 1001 a 2000 personas,100% remoto,0,,GOAT,9,3,,Terminar encuesta,,,,,,,,,32,Hombre Cis,Sí,True,Senior,4560000.0
1447,Córdoba,Full-Time,Contractor,5000000.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",,Developer,7,1,3,2,"Docker, Firebase, Google Cloud Platform","Python, TypeScript","Next.js, Node.js, React.js","Google Cloud Storage, MySQL","Cypress, Jest",De 101 a 200 personas,100% remoto,0,no,Function Health,8,5,hay mucha competencia en empresas de estados unidos,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Neto,30,Mujer Cis,No,True,Senior,5000000.0
1448,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,3000000.0,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Developer,18,0,0,0,"Amazon Web Services, Docker","Bash/Shell, CSS, HTML, Javascript, TypeScript","Node.js, React.js",PostgreSQL,Postman,De 2 a 10 personas,Híbrido (presencial y remoto),1,,,7,1,,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,42,Mujer Cis,Sí,True,Senior,4000000.0
1449,Córdoba,Full-Time,Contractor,1100000.0,900.0,Cobro todo el salario en dólares,1125,No,No recibo bono,No,0.0,Noviembre,3,Vacaciones flexibles (adicionales a las reglamentarias),3,"No, estoy muy conforme.",,QA / Tester,1,0,0,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"MongoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,no,,10,2,,Terminar encuesta,,,,,,,,,23,Mujer Cis,No,True,Junior,1100000.0
1450,Córdoba,Part-Time,Freelance,1404200.0,1341011.0,Mi sueldo está dolarizado (pero cobro en moneda local),1180,No,No recibo bono,No,0.0,No tuve,4,Horarios flexibles,4,"Sí, estoy buscando activamente.",,Developer,6,2,5,0,Firebase,Kotlin,Compose,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,Moni Online,7,2,,Terminar encuesta,,,,,,,,,29,Hombre Cis,Sí,True,Senior,1404200.0
1451,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2800000.0,2000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),TC OFICIAL,No,No recibo bono,Más de tres,60.0,Enero,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",2,"Sí, estoy buscando activamente.",,QA / Tester,4,3,3,0,"AIX, Amazon Web Services, Azure, Docker, Kubernetes, Linux, Mainframe, OpenShift, VMWare, Windows Server",".NET, C, C#, COBOL, HTML, Java, PHP, SQL","Angular, Bootstrap, WordPress","IBM Db2, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle, Teradata","Postman, Selenium, SoapUI, Jmeter",De 1001 a 2000 personas,Híbrido (presencial y remoto),1,"Si, por inflación ",ICBC Gyl Group,7,3,Deberian mejorar beneficios y capacitaciónes,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas,UAI - Universidad Abierta Interamericana,Responder sobre guardias,"Sí, pasiva",0.0,Bruto,29,Hombre Cis,No,True,Semi-Senior,2800000.0
1452,Córdoba,Full-Time,Staff (planta permanente),2200000.0,2200000.0,Mi sueldo está dolarizado (pero cobro en moneda local),no,No,No recibo bono,Tres,70.0,Octubre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,12,3,2,0,"Azure, Docker, Kubernetes",".NET, Python, SQL",".NET Core, Angular, Node.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL","Ninguna de las anteriores, ",Más de 10000 personas,100% remoto,0,se,,8,4,no,Terminar encuesta,,,,,,,,,43,Hombre Cis,No,True,Senior,2200000.0
1453,Santa Fe,Full-Time,Staff (planta permanente),2000000.0,2000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,3,1,1,0,"Docker, Linux","Bash/Shell, Javascript, Python, TypeScript","Bootstrap, Vue.js",MariaDB,pytest,De 2 a 10 personas,100% remoto,0,no,,7,5,,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,29,Hombre Cis,Sí,True,Semi-Senior,2000000.0
1454,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3916411.0,2579206.0,Cobro parte del salario en dólares,"1044,50",No,No recibo bono,Tres,180.0,Octubre,2,"Abono de Internet, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Technical Leader,1,2,0,0,"Amazon Web Services, Docker, Kubernetes, Linux, OpenStack","Bash/Shell, Go, Python",Ninguno de los anteriores,Ninguna de las anteriores,bashunit,De 1001 a 2000 personas,100% remoto,0,Cada 3 meses hay revisión ajuste salarial y una vez al año hay ajuste por performance. Generalmente cae en febrero.,,6,3,,Responder sobre guardias,Maestría,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0.0,Bruto,33,Hombre Cis,Sí,True,Junior,3916411.0
1455,Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,2100000.0,Cobro parte del salario en dólares,1024,Un sueldo,Performance de la compañía,Tres,250.0,Octubre,2,Abono de Internet,3,"No, pero escucho ofertas.",,Developer,7,5,2,0,Docker,"Java, Python",Spring,MySQL,"JUnit, Spock",De 1001 a 2000 personas,100% remoto,0,"Venian siendo mensuales, a comienzo de año tuvimos un aumento fuerte (más del 100%, si del 100), en agosto dieron el ultimo aumento fuerte de 30% pero ahora pasó a ser cada 3 meses, en octubre fue el último aumento de un 6%",GlobalLogic,6,2,,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,UNQ - Universidad Nacional de Quilmes,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,31,Hombre Cis,Sí,True,Senior,2800000.0
1456,Córdoba,Full-Time,Contractor,2040000.0,2040000.0,Cobro todo el salario en dólares,1200,No,No recibo bono,Uno,15.0,Agosto,2,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",,QA / Tester,5,2,5,0,"Azure, Firebase","Javascript, TypeScript",Node.js,PostgreSQL,"Cypress, Jest, Mocha, Postman, Visual Studio Coded UI",De 11  a 50  personas,100% remoto,0,15% aumento,Lirmi,8,3,Bueno,Terminar encuesta,,,,,,,,,37,Hombre Cis,Sí,True,Semi-Senior,2040000.0
1457,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3300000.0,3000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,Horarios flexibles,2,"No, pero escucho ofertas.",,UX Researcher,4,0,4,0,"Ninguna de las anteriores, Mazr",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,,6,3,,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sociología,UNSAM - Universidad de San Martín,Terminar encuesta,,,,30,Mujer Cis,Sí,True,Semi-Senior,3300000.0
1458,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2450000.0,1960000.0,Cobro todo el salario en dólares,1030,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,1,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,1,1,0,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Java, SQL, TypeScript","Hibernate, Next.js, Node.js, React.js, Spring",Cassandra,"Cypress, Jest, JUnit, Postman",De 2001a 5000 personas,100% remoto,0,,,8,5,,Responder sobre guardias,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,23,Hombre Cis,No,True,Junior,2450000.0
1459,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),5800000.0,5800000.0,Cobro todo el salario en dólares,Usd,No,No recibo bono,No,0.0,No tuve,4,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",4,"Sí, estoy buscando activamente.",,Manager / Director,20,7,7,20,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,No,,8,4,,Terminar encuesta,,,,,,,,,45,Mujer Cis,No,True,Senior,5800000.0
1460,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,1800000.0,Cobro parte del salario en dólares,1020,Un sueldo,Mix de las anteriores,Más de tres,100.0,Diciembre,4,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Guardería o pago para cubrir costo de guardería",4,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,3,2,2,3,"SAP, Power Bi / Excel","Python, R, SQL, VBA",SAP,"Amazon Redshift, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),3,Si,Verisure Argentina,8,5,No,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Economía,UNQ - Universidad Nacional de Quilmes,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,24,Hombre Cis,Sí,True,Semi-Senior,2100000.0
1461,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3600000.0,Cobro parte del salario en dólares,,Menos de un sueldo,Performance individual,Más de tres,45.0,Diciembre,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Un monto para compra de celular cada 18 meses",3,"Sí, estoy buscando activamente.",,Developer,20,3,3,0,"Azure, Windows Server",".NET, C#, Kusto",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Postman,De 201 a 500 personas,100% remoto,0,ajuste por inflacion,Microsoft,7,5,"Ya no estan contratando software engineers en el pais, si en otros paises de LATAM",Responder sobre guardias,Universitario,Completo,Analista de Sistemas,UBA - Universidad de Buenos Aires,Responder sobre guardias,"Sí, pasiva",0.0,Neto,42,Mujer Cis,Sí,True,Senior,4000000.0
1462,Mendoza,Full-Time,Staff (planta permanente),2083913.0,1717941.0,Cobro parte del salario en dólares,1031,No,No recibo bono,Uno,8.0,Diciembre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Developer,3,3,3,0,OpenShift,"CSS, HTML, Javascript","Next.js, React.js, Svelte, Tailwind",Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,Un solo reajuste porque hubieron muchas quejas por el poco aumento del dolar,Globant,8,5,,Terminar encuesta,,,,,,,,,26,Mujer Cis,Sí,True,Semi-Senior,2083913.0
1463,Buenos Aires,Full-Time,Contractor,6300000.0,5000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Developer,12,0,0,0,Docker,"Java, Ruby, SQL","Rails, Spring",PostgreSQL,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,,10,5,,Terminar encuesta,,,,,,,,,37,Hombre Cis,Sí,True,Senior,6300000.0
1464,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4200000.0,4000000.0,Cobro todo el salario en dólares,1000,No,No recibo bono,No,0.0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,QA / Tester,15,1,1,0,VMWare,"C++, Java, SQL",React.js,"Cassandra, ElasticSearch, Microsoft SQL Server, MySQL, Teradata",Postman,De 501 a 1000 personas,100% remoto,0,No,,6,1,,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,35,Hombre Cis,Sí,True,Senior,4200000.0
1465,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3800000.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Horarios flexibles, Ninguna de las anteriores",4,"No, estoy muy conforme.",Tengo dos trabajos full time,Developer,10,0,4,0,"Amazon Web Services, Firebase, Google Cloud Platform","HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,,8,3,,Terminar encuesta,,,,,,,,,28,Hombre Cis,Sí,True,Senior,3800000.0
1466,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,605000.0,505000.0,Cobro todo el salario en dólares,,Un sueldo,Mix de las anteriores,Uno,35.0,Marzo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",2,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,1,1,1,0,Windows Server,"Python, SQL",Ninguno de los anteriores,SQLite,Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),4,,,7,4,,Terminar encuesta,,,,,,,,,25,Hombre Cis,No,True,Junior,605000.0
1467,Buenos Aires,Full-Time,Contractor,4820000.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Technical Leader,4,0,2,3,Salesforce,"CSS, HTML, Javascript, SQL, Apex",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,Solu,8,4,,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencia de Datos,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,27,Hombre Cis,No,True,Semi-Senior,4820000.0
