Unnamed: 0,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,estas_buscando_trabajo,pluriempleo,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,opcionalen_que_empresaorganizacion_estas_trabajando,company_recommended,tools_copilotchatgpt,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,profile_age,profile_gender,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
1400,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5379000.0,53090005379000.0,Cobro todo el salario en dólares,1100,No,No recibo bono,Dos,27.0,Diciembre,3,"Abono de Internet, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,SysAdmin / DevOps / SRE,8,3,3,1,"Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, Serverless, Windows Server","Bash/Shell, Go, Java, Javascript, Python, Ruby, SQL, TypeScript","Flask, React.js, Spring","Google Cloud Storage, MariaDB, MongoDB, MySQL, PostgreSQL, ProxySQL, Redis, SQLite","Appium, Postman, k6",De 11  a 50  personas,100% remoto,0,Si,Utoppia Inc.,10,5,,Terminar encuesta,,,,,,,,,32,Hombre Cis,Sí,True,Senior,5379000.0
1401,Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,1300000.0,1300000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Uno,20.0,Diciembre,3,Capacitaciones y/o cursos,3,"No, estoy muy conforme.",,QA / Tester,0,0,0,0,"Amazon Web Services, Azure, Serverless","Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, MariaDB, Microsoft SQL Server, MongoDB",Postman,De 2 a 10 personas,100% remoto,0,si,,10,4,,Terminar encuesta,,,,,,,,,40,Hombre Cis,No,True,Junior,1300000.0
1403,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3200000.0,Cobro parte del salario en dólares,,No,No recibo bono,Más de tres,120.0,Octubre,3,Horarios flexibles,3,"No, pero escucho ofertas.",,Developer,12,1,1,3,"Amazon Web Services, Docker, Linux","Bash/Shell, Java, Kotlin, Python","Hibernate, Spring","Amazon RDS/Aurora, PostgreSQL","JUnit, Postman",De 51 a 100 personas,100% remoto,0,IPC,,6,5,,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Informática,UADE - Universidad Argentina De la Empresa,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,37,Hombre Cis,Sí,True,Senior,4000000.0
1404,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,4000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Developer,6,1,6,0,Firebase,TypeScript,"Next.js, React.js",No uso,No hago testing automatico,De 51 a 100 personas,100% remoto,0,Nop,,4,0,,Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0.0,Neto,24,Hombre Cis,Sí,True,Senior,4000000.0
1405,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2500000.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,Developer,5,5,5,0,"Amazon Web Services, Docker, Serverless","CSS, Javascript, SQL, TypeScript","Laravel, Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, MongoDB, MySQL, PostgreSQL, Redis, SQLite","Cypress, Jest, JUnit, Postman",De 501 a 1000 personas,100% remoto,0,no,digital house,10,5,,Terminar encuesta,,,,,,,,,35,Hombre Cis,Sí,True,Semi-Senior,2500000.0
1406,Buenos Aires,Full-Time,Staff (planta permanente),1250000.0,1050000.0,Cobro parte del salario en dólares,1031,No,No recibo bono,Uno,8.0,Diciembre,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",,QA / Tester,2,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),3,"Si. Una suba anual de 8%, la única del 2024.",,5,2,,Terminar encuesta,,,,,,,,,38,Hombre Cis,No,True,Junior,1250000.0
1407,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1213000.0,1041000.0,Cobro parte del salario en dólares,1036,No,No recibo bono,Más de tres,123.0,Diciembre,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,Business Analyst,20,4,3,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, SQLite",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,"por empleados de comercio , ni un centavo más que eso",accenture,1,5,-,Responder sobre mis estudios,Posgrado/Especialización,Completo,Licenciatura en Marketing,UCES - Universidad de Ciencias Empresariales y Sociales,Terminar encuesta,,,,49,Mujer Cis,Sí,True,Senior,1213000.0
1408,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1585725.0,1316151.0,Mi sueldo está dolarizado (pero cobro en moneda local),1081.82,No,No recibo bono,Más de tres,1.99,Diciembre,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, estoy muy conforme.",,Developer,3,1,3,0,"Amazon Web Services, Docker, Linux","Javascript, TypeScript","React.js, Remix, Vite",PostgreSQL,"Jest, Mocha, Vitest",De 51 a 100 personas,Híbrido (presencial y remoto),1,"Los ""ajustes por inflación"" se hacen con una fórmula, usando el valor de la devaluación del peso",10pines,8,1,Es una empresa con cultura progresista.,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,23,Mujer Cis,Sí,True,Semi-Senior,1585725.0
1409,Mendoza,Full-Time,Contractor,1170410.0,,Cobro todo el salario en dólares,,Menos de un sueldo,Performance grupal,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Infosec,1,0,0,0,Linux,"Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,,8,5,,Terminar encuesta,,,,,,,,,27,Hombre Cis,Sí,True,Junior,1170410.0
1410,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5000000.0,5000000.0,Cobro todo el salario en dólares,1170,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Developer,4,1,1,0,"Amazon Web Services, Docker, Kubernetes, Serverless","CSS, HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js","PostgreSQL, SQLite",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,,10,5,,Terminar encuesta,,,,,,,,,32,Prefiero no decir,No,True,Semi-Senior,5000000.0
1411,Entre Ríos,Full-Time,Contractor,5650000.0,5200000.0,Cobro todo el salario en dólares,1184,No,No recibo bono,No,0.0,No tuve,3,"Clases de idiomas, Horarios flexibles, Stock options / RSUs",3,"No, pero escucho ofertas.",,Architect,15,3,4,2,"Amazon Web Services, Linux, Salesforce","CSS, HTML, Javascript, Python, SQL, TypeScript, Apex","Angular, Node.js",MongoDB,"Cypress, Jest, Mocha, Postman",De 11  a 50  personas,100% remoto,0,,,8,0,,Responder sobre mis estudios,Secundario,Completo,,,Terminar encuesta,No,0.0,Bruto,28,Hombre Cis,Sí,True,Senior,5650000.0
1412,Córdoba,Full-Time,Contractor,3600000.0,3600000.0,Cobro todo el salario en dólares,1200,Un sueldo,Aguinaldo,Dos,40.0,Agosto,4,"Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,3,0,0,0,Amazon Web Services,"Python, SQL",Ninguno de los anteriores,"Amazon Redshift, MySQL",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,,,8,3,,Terminar encuesta,,,,,,,,,31,Hombre Cis,Sí,True,Semi-Senior,3600000.0
1413,Buenos Aires,Full-Time,Staff (planta permanente),2900000.0,2100000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1065,Menos de un sueldo,Performance individual,No,0.0,No tuve,1,"Abono de Internet, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,Developer,4,2,2,0,"Docker, Kubernetes","Bash/Shell, Java, Ruby, Scala",Spring,"Amazon Redshift, MySQL",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,un bono unico del 40% del sueldo aprox.,,6,5,,Responder sobre mis estudios,Secundario,Completo,,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,31,Hombre Cis,Sí,True,Semi-Senior,2900000.0
1414,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3923835.0,2800000.0,Cobro parte del salario en dólares,1055,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas",3,"Sí, estoy buscando activamente.",,Developer,4,0,0,0,"Amazon Web Services, Docker, Serverless",Go,Ninguno de los anteriores,Amazon DynamoDB,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,,3,3,,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,25,Hombre Cis,Sí,True,Semi-Senior,3923835.0
1415,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4608000.0,4008000.0,Cobro todo el salario en dólares,1200,No,No recibo bono,Uno,26.0,Mayo,3,Sueldo dividido en dos pagos por mes,3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,7,1,1,0,"Amazon Web Services, Azure, Google Cloud Platform",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,,0,4,,Terminar encuesta,,,,,,,,,26,Hombre Cis,Sí,True,Senior,4608000.0
1416,Entre Ríos,Full-Time,Contractor,5242500.0,5214540.0,Cobro todo el salario en dólares,1165,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Developer,7,1,1,0,"Amazon Web Services, Docker, Linux","Bash/Shell, CSS, HTML, Javascript, Python, SQL, TypeScript","Angular, Next.js, Node.js, React.js","Neo4j, PostgreSQL, Redis",Jest,De 11  a 50  personas,100% remoto,0,,,8,5,,Terminar encuesta,,,,,,,,,31,Hombre Cis,Sí,True,Senior,5242500.0
1418,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3400000.0,Cobro todo el salario en dólares,1000,De uno a tres sueldos,Mix de las anteriores,Más de tres,130.0,Septiembre,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",,Technical Leader,7,4,2,4,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless",".NET, Go, HTML, Javascript, SQL, TypeScript",".NET Core, Next.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, Google Cloud Storage, PostgreSQL, Redis, SQLite","Postman, Xunit",De 1001 a 2000 personas,Híbrido (presencial y remoto),1,Si,Uala,8,4,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,27,Hombre Cis,Sí,True,Senior,4500000.0
1419,Buenos Aires,Full-Time,Contractor,2300000.0,1800000.0,Cobro todo el salario en dólares,1150,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,QA / Tester,3,0,0,0,Azure,"CSS, HTML, Javascript",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,No,FullStack Labs,6,3,,Terminar encuesta,,,,,,,,,37,Mujer Cis,Sí,True,Semi-Senior,2300000.0
1420,Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,1900000.0,Mi sueldo está dolarizado (pero cobro en moneda local),Ns/Nc,No,No recibo bono,No,0.0,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",3,"Sí, estoy buscando activamente.",,SysAdmin / DevOps / SRE,17,17,11,0,SAP,Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% presencial,0,Si,Telecom,8,0,"No reconocen ni valoran el esfuerzo, se premia la mediocridad y no el conocimiento y el buen trabajo.",Terminar encuesta,,,,,,,,,44,Hombre Cis,No,True,Senior,2600000.0
1421,Buenos Aires,Full-Time,Staff (planta permanente),3646000.0,2955000.0,Cobro parte del salario en dólares,,No,No recibo bono,Tres,70.0,Octubre,3,"Abono de Internet, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida",4,"No, estoy muy conforme.",,Developer,11,2,2,0,"Docker, Linux","Bash/Shell, Java",Spring,MariaDB,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,Sí. Por inflación.,,8,1,,Responder sobre mis estudios,Universitario,Completo,Tecnicatura Electrónica,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,,,,29,Hombre Cis,Sí,True,Senior,3646000.0
1422,La Pampa,Full-Time,Contractor,7800000.0,7800000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,Horarios flexibles,4,"No, pero escucho ofertas.",,Developer,4,0,4,0,Amazon Web Services,"Bash/Shell, Javascript, TypeScript","Next.js, Node.js, React.js",MongoDB,Cypress,De 11  a 50  personas,100% remoto,0,,,0,5,,Terminar encuesta,,,,,,,,,31,Hombre Cis,Sí,True,Semi-Senior,7800000.0
1423,Buenos Aires,Full-Time,Contractor,2600000.0,2300000.0,Cobro todo el salario en dólares,,No,No recibo bono,Dos,35.0,Diciembre,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,3,1,1,0,"Azure, SAP, Windows Server",R,Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MySQL, Oracle, PostgreSQL, SQLite",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,Eucariota,9,5,,Responder sobre mis estudios,Terciario,Completo,Tecnicatura en Computación,UNS - Universidad Nacional del Sur,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,34,Hombre Cis,Sí,True,Semi-Senior,2600000.0
1424,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),11500000.0,11500000.0,Cobro todo el salario en dólares,1150,De uno a tres sueldos,Performance individual,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Beneficios para tener familia (carrot)",4,"No, estoy muy conforme.",,Manager / Director,15,1,1,25,"Docker, Google Cloud Platform, Linux",Python,Ninguno de los anteriores,"MongoDB, Redis, SQLite, Redash",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,No,Scale.AI,9,5,,Responder sobre mis estudios,Doctorado,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,38,Hombre Cis,Sí,True,Senior,11500000.0
1425,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2200000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,Un sueldo,Performance individual,Uno,9.0,Diciembre,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,Scrum Master,15,1,15,25,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, Serverless, Windows Server","Arduino, C#, HTML, Java, Javascript, SQL, TypeScript","Next.js, Node.js, React.js, Spring, WordPress","Google Cloud Storage, Informix, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, SQLite","Jest, JUnit, Mocha, Postman, Selenium",De 2001a 5000 personas,Híbrido (presencial y remoto),1,inflación 10%,N/C,0,5,N/C,Terminar encuesta,,,,,,,,,35,Hombre Cis,No,True,Senior,2500000.0
1426,Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,,Cobro parte del salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Sales / Pre-Sales,0,0,0,0,Amazon Web Services,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,,0,3,,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Computación,UNTREF - Universidad Tres de Febrero,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,36,Hombre Cis,Sí,True,Junior,3500000.0
1427,Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,1650000.0,Cobro parte del salario en dólares,,De uno a tres sueldos,Performance individual,Tres,115.0,Noviembre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,24,3,3,5,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,,,7,4,,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Administración de Empresas,Universidad Siglo 21,Terminar encuesta,"Sí, pasiva",90000.0,Bruto,48,Hombre Cis,No,True,Senior,2000000.0
1428,Buenos Aires,Full-Time,Contractor,4317000.0,4317000.0,Cobro todo el salario en dólares,,Un sueldo,Mix de las anteriores,No,0.0,No tuve,2,Vacaciones flexibles (adicionales a las reglamentarias),3,"No, pero escucho ofertas.",,Technical Leader,8,2,2,4,Figma,"CSS, HTML, Javascript, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,Auronix,3,5,,Terminar encuesta,,,,,,,,,34,Hombre Cis,Sí,True,Senior,4317000.0
1429,Córdoba,Full-Time,Staff (planta permanente),2000000.0,1800000.0,Cobro parte del salario en dólares,1055,No,No recibo bono,Uno,12.0,Noviembre,1,"Abono de Internet, Horarios flexibles",2,"Sí, estoy buscando activamente.",,Developer,4,3,3,0,Kubernetes,"Javascript, TypeScript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,avenga,2,0,salgan corriendo,Terminar encuesta,,,,,,,,,36,Mujer Cis,Sí,True,Semi-Senior,2000000.0
1430,Buenos Aires,Part-Time,Freelance,800000.0,800000.0,Cobro todo el salario en dólares,1100,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,4,"No, pero escucho ofertas.",,Data Engineer,0,0,0,0,Ninguna de las anteriores,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Scale AI,9,4,,Terminar encuesta,,,,,,,,,32,Hombre Cis,No,True,Junior,800000.0
1431,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),8000000.0,6000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),8000,No,No recibo bono,No,0.0,No tuve,3,"Abono de celular, Abono de Internet",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,VP / C-Level,25,8,8,100,"Amazon Web Services, Azure, Google Cloud Platform",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,No,,10,4,,Terminar encuesta,,,,,,,,,49,Hombre Cis,No,True,Senior,8000000.0
1433,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),8444000.0,6612000.0,Cobro todo el salario en dólares,,Un sueldo,Performance de la compañía,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Tengo dos trabajos full time,Architect,8,0,3,0,"Amazon Web Services, Docker, Kubernetes, Linux, Windows Server","Javascript, Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,Caylent,8,5,,Terminar encuesta,,,,,,,,,29,Hombre Cis,Sí,True,Senior,8444000.0
1434,Santa Fe,Full-Time,Staff (planta permanente),4290603.0,3341733.0,Cobro parte del salario en dólares,1000,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,19,12,6,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Groovy, Java, Kotlin, Python, Scala, SQL","Hadoop, Hibernate, Spark, Spring","Amazon DynamoDB, Amazon Redshift, Apache Hive, Cassandra, ElasticSearch, MySQL, Oracle",JUnit,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,"No, tenemos sueldo dolarizado, si el dolar sube, sube nuestro sueldo.",,7,1,"Solía ser team Leader,   pero ahora soy la única persona con este cliente. Soy punto de referencia para ellos, me dan más bola y me valoran más del lado del cliente que del lado de mi empresa. ",Terminar encuesta,,,,,,,,,49,Mujer Cis,Sí,True,Senior,4290603.0
1435,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3346000.0,3346000.0,Cobro todo el salario en dólares,1190,No,No recibo bono,Tres,100.0,Noviembre,4,"Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, estoy muy conforme.",,Scrum Master,10,1,6,2,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,No,Flink LLC,10,3,,Responder sobre mis estudios,Universitario,En curso,Analista de Sistemas,ORT,Terminar encuesta,,,,36,Hombre Cis,Sí,True,Senior,3346000.0
1436,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,2400000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1160,No,Mix de las anteriores,No,0.0,No tuve,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,4,2,2,0,Azure,".NET, Javascript, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,No,,5,3,,Terminar encuesta,,,,,,,,,37,Hombre Cis,No,True,Semi-Senior,2600000.0
1437,Santa Fe,Full-Time,Staff (planta permanente),10800000.0,7020000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1200,No,No recibo bono,Dos,10.0,Diciembre,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs",3,"No, estoy muy conforme.",,Manager / Director,20,3,3,15,"Azure, Docker, Kubernetes, Linux","Javascript, TypeScript","Node.js, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB","JUnit, Postman",De 201 a 500 personas,100% remoto,0,si ajustes trimestrales,,7,2,,Responder sobre mis estudios,Posgrado/Especialización,Completo,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,50,Hombre Cis,Sí,True,Senior,10800000.0
1438,Tucumán,Full-Time,Staff (planta permanente),1800000.0,1500000.0,Cobro parte del salario en dólares,Oficial,No,No recibo bono,Tres,199.0,Octubre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",,Developer,3,2,2,0,OpenStack,"Javascript, TypeScript",Angular,"IBM Db2, Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Aditi,9,3,,Terminar encuesta,,,,,,,,,34,Hombre Cis,Sí,True,Semi-Senior,1800000.0
1439,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,10000000.0,6500000.0,Mi sueldo está dolarizado (pero cobro en moneda local),965,No,No recibo bono,Uno,8.0,Agosto,3,Viáticos,3,"No, estoy muy conforme.",,Developer,30,6,2,0,"Docker, Linux","Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Bootstrap, CodeIgniter, Cordova, jQuery, Node.js, React.js, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL, Redis","Cypress, Jest, Mocha, PHPUnit, Postman",De 1001 a 2000 personas,100% remoto,0,Ajuste,,0,2,No,Terminar encuesta,,,,,,,,,48,Hombre Cis,No,True,Senior,10000000.0
