work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,¿En qué mes fue el último ajuste?,salary_comparison_last_semester,¿Contás con beneficios adicionales?,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,profile_studies_level,profile_studies_level_state,profile_career,Institución educativa,¿Salir o seguir contestando sobre las guardias?,work_on_call_duty,salary_on_call_duty_charge,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,profile_age,profile_gender
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,1000000.0,,,Un sueldo,Performance individual,Dos,56.0,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,Technical Leader,11.0,1.0,2.0,6,"Amazon Web Services, Docker, Kubernetes, Linux","Java, Kotlin, SQL","Akka, Hibernate, Spring","Amazon DynamoDB, Amazon RDS/Aurora, Apache Hive, ElasticSearch, PostgreSQL","JUnit, Karate",De 2001a 5000 personas,100% remoto,0,7,2,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,39,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),382944.0,317843.0,,,No,No recibo bono,Uno,32.0,Marzo,3,Capacitaciones y/o cursos,2,Developer,1.0,1.0,1.0,0,Ninguna de las anteriores,"HTML, Java, Javascript, TypeScript","Hibernate, React.js, Spring","Informix, Microsoft SQL Server",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,6,3,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),700000.0,550000.0,,,De uno a tres sueldos,Mix de las anteriores,Uno,30.0,Marzo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,Business Analyst,10.0,1.0,1.0,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,8,0,Terminar encuesta,,,,,,,,,,39,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),788931.85,528629.52,,,Un sueldo,Mix de las anteriores,Dos,44.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Consultant,8.0,1.0,1.0,0,SAP,ABAP,SAP,HANA,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,8,1,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,32,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,3395000.0,3242225.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,DevOps Engineer,20.0,1.0,10.0,0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python",Django,"Amazon RDS/Aurora, PostgreSQL",Pytest,De 51 a 100 personas,100% remoto,0,9,1,Terminar encuesta,,,,,,,,,,43,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1992030.0,,Cobro parte del salario en dólares,254,No,No recibo bono,Más de tres,26.5,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",3,DevOps Engineer,10.0,6.0,3.0,4,"Amazon Web Services, Azure, Docker, Kubernetes, Linux","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,9,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,32,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),280000.0,230000.0,,,Un sueldo,Performance individual,Uno,15.0,Mayo,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,1.0,0.0,0.0,0,"Docker, Linux, OpenShift","CSS, HTML, Javascript","Next.js, Node.js",MongoDB,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,8,0,Responder sobre mis estudios,Secundario,Completo,,,Terminar encuesta,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),205000.0,170150.0,,no,No,No recibo bono,Uno,20.0,Junio,2,Ninguna de las anteriores,2,HelpDesk,15.0,8.0,8.0,4,"SAP, Windows Server",Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,7,2,Terminar encuesta,,,,,,,,,,46,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1058000.0,1030000.0,Cobro todo el salario en dólares,460,No,No recibo bono,No,0.0,No tuve,3,Capacitaciones y/o cursos,3,Business Analyst,10.0,6.0,4.0,2,Ninguna de las anteriores,"HTML, Java, Javascript",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,3,3,Terminar encuesta,,,,,,,,,,40,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),182000.0,182000.0,,,No,No recibo bono,Uno,25.0,Marzo,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,1.0,1.0,1.0,0,Windows Server,"Bash/Shell, SQL, Genexus",Genexus,Microsoft SQL Server,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,7,1,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sistemas,UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Terminar encuesta,,,,,25,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,2068300.0,1902836.0,Cobro todo el salario en dólares,481,No,No recibo bono,Uno,20.0,Enero,3,Ninguna de las anteriores,3,DevOps Engineer,20.0,2.0,5.0,2,"Amazon Web Services, Docker, Kubernetes, Linux",Python,Ninguno de los anteriores,"Amazon DynamoDB, Cassandra, ElasticSearch, MariaDB, MongoDB","JUnit, Karma, Mocha",De 501 a 1000 personas,100% remoto,0,9,2,Terminar encuesta,,,,,,,,,,45,Bigénero
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,170000.0,150000.0,,,No,No recibo bono,Uno,25.0,Marzo,2,Ninguna de las anteriores,2,Developer,0.0,0.0,0.0,0,"Firebase, Google Cloud Platform, Linux",Python,Ninguno de los anteriores,Redis,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,0,3,Terminar encuesta,,,,,,,,,,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),300000.0,200000.0,Cobro parte del salario en dólares,243,No,No recibo bono,Dos,60.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,2.0,0.0,0.0,0,Windows Server,".NET, C++, C#, SQL",.NET Core,Microsoft SQL Server,"JUnit, TFS",De 11  a 50  personas,100% remoto,0,5,1,Terminar encuesta,,,,,,,,,,25,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),335000.0,300000.0,Cobro parte del salario en dólares,495,Menos de un sueldo,Performance de la compañía,Uno,50.0,Enero,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Viáticos",4,QA / Tester,2.0,2.0,2.0,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Groovy, Java, Javascript, Python, TypeScript","Next.js, Node.js",Ninguna de las anteriores,"Cypress, Jest, Mocha, Postman",De 51 a 100 personas,Híbrido (presencial y remoto),2,10,3,Terminar encuesta,,,,,,,,,,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1056000.0,850000.0,,,3+ sueldos,Performance de la compañía,Dos,44.0,Abril,2,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Manager / Director,25.0,9.0,9.0,4,"Amazon Web Services, Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,7,3,Terminar encuesta,,,,,,,,,,51,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,200000.0,,,No,No recibo bono,No,0.0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,8.0,7.0,7.0,0,"Docker, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Node.js, Vue.js","MariaDB, MongoDB, MySQL, Oracle, PostgreSQL, Redis, SQLite",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),3,2,0,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,49,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),306550.0,244608.0,,,No,No recibo bono,Dos,36.0,Mayo,2,"Capacitaciones y/o cursos, Horarios flexibles, Viáticos",3,Developer,1.0,0.0,0.0,0,Ninguna de las anteriores,".NET, CSS, HTML, PHP, ASP Classic",Bootstrap,"Informix, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),2,9,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,UNS - Universidad Nacional del Sur,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,420000.0,Mi sueldo está dolarizado (pero cobro en moneda local),421,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Data Engineer,3.0,2.0,3.0,0,Amazon Web Services,Python,Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,10,3,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Economia,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,29,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),749000.0,500000.0,,,De uno a tres sueldos,Performance individual,Dos,40.0,Mayo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Dia de cumpleaños, Cupones",3,Developer,11.0,1.0,1.0,0,Linux,"CSS, HTML, Javascript, TypeScript","Next.js, React.js, Spring, Vue.js","MongoDB, MySQL","Jest, React Testing Library",De 101 a 200 personas,100% remoto,0,9,5,Responder sobre mis estudios,Universitario,Incompleto,Tecnicatura en desarrollo web,UNLaM - Universidad Nacional de La Matanza,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,30,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Freelance,430000.0,400000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Dos,20.0,Mayo,3,Ninguna de las anteriores,3,Web Master,24.0,24.0,24.0,0,"Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Linux, Serverless, VMWare","C++, CSS, Delphi, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Node.js, React.js, WordPress, Joomla","Google Cloud Storage, MariaDB, MongoDB, MySQL, SQLite",Ninguna de las anteriores,1 (solamente yo),100% remoto,0,0,0,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas de Información,UK - Universidad Kennedy,Terminar encuesta,,,,,42,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,279325.3,231000.0,Cobro parte del salario en dólares,,Menos de un sueldo,100 dólares por mes,Uno,20.0,Febrero,2,Capacitaciones y/o cursos,3,Developer,5.0,3.0,3.0,0,"Docker, Firebase, Linux","CSS, HTML, Javascript, PHP","Bootstrap, CodeIgniter, Laravel","MariaDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,1,Terminar encuesta,,,,,,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1900000.0,1900000.0,Cobro todo el salario en dólares,492,No,No recibo bono,No,0.0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Product Manager,4.0,0.0,0.0,8,"Docker, Firebase, Google Cloud Platform, Kubernetes","CSS, HTML, Java, Javascript, PHP, SQL, TypeScript","Bootstrap, Laravel, React.js, Symfony, Vue.js","ElasticSearch, Google Cloud Storage, Microsoft SQL Server, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,1 (solamente yo),100% remoto,0,0,2,Terminar encuesta,,,,,,,,,,30,Varón hetero
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,1000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),434,Menos de un sueldo,Performance individual,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,Software Engineer,7.0,2.0,0.0,0,"Amazon Web Services, Azure, Docker, Kubernetes","Python, Ruby, Scala, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, MySQL, Redis",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,8,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,UNS - Universidad Nacional del Sur,Terminar encuesta,,,,,32,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),253398.0,259384.0,,,Menos de un sueldo,Mix de las anteriores,Uno,23.0,Abril,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Viáticos",3,HelpDesk,13.0,9.0,9.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),3,8,0,Terminar encuesta,,,,,,,,,,36,Varón Cis
Argentina,Provincia de Buenos Aires,Part-Time,Staff (planta permanente),223650.0,167961.0,Cobro parte del salario en dólares,241,No,No recibo bono,No,0.0,No tuve,4,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,2.0,2.0,2.0,0,Ninguna de las anteriores,"Bash/Shell, CSS, HTML, Java, Javascript, Python, SQL, TypeScript","Node.js, React.js, Spring",PostgreSQL,"JUnit, Mocha",De 2001a 5000 personas,100% remoto,0,7,0,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,23,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,1250000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,De uno a tres sueldos,Mix de las anteriores,Tres,45.0,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,Technical Leader,15.0,2.0,2.0,0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","Go, Groovy, Java, Python","Node.js, React.js, Spring, TensorFlow, FastAPI ","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis","JUnit, Postman, RCPTT",Más de 10000 personas,100% remoto,0,8,4,Responder sobre mis estudios,Posdoctorado,Completo,Ingeniero de Sistemas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Terminar encuesta,,,,,41,Tractor multi punto
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1000000.0,1000000.0,Cobro todo el salario en dólares,480,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,4,Developer,3.0,0.0,0.0,0,Linux,"CSS, HTML, Javascript","Angular, Bootstrap, jQuery, Node.js, React.js",MongoDB,Mocha,De 51 a 100 personas,100% remoto,0,10,5,Terminar encuesta,,,,,,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Part-Time,Staff (planta permanente),240000.0,200000.0,,,No,No recibo bono,Uno,35.0,Marzo,1,"Clases de idiomas, Horarios flexibles",1,Data Engineer,1.0,1.0,1.0,0,Linux,"Python, Ruby",TensorFlow,"Google Cloud Storage, Percona Server",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,5,3,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencia de Datos,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,24,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),700000.0,414000.0,,,De uno a tres sueldos,Performance individual,Uno,10.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, traslados a la oficina",4,UX Designer,3.0,0.0,0.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,10,3,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,24,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1500000.0,1500000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Recruiter / HR,10.0,0.0,0.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,6,4,Terminar encuesta,,,,,,,,,,29,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,235000.0,,,No,No recibo bono,Dos,30.0,Abril,3,"Horarios flexibles, Lactario en la oficina",3,HelpDesk,4.0,1.0,1.0,0,"Google Cloud Platform, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,10,2,Terminar encuesta,,,,,,,,,,24,Varón Cis
Argentina,Provincia de Buenos Aires,Part-Time,Participación societaria en una cooperativa,290000.0,250000.0,Cobro todo el salario en dólares,490,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,3.0,0.0,0.0,0,Linux,"HTML, Javascript, Python, SQL",Odoo,PostgreSQL,Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),1,10,2,Terminar encuesta,,,,,,,,,,22,Varón Cis
