work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,¿En qué mes fue el último ajuste?,salary_comparison_last_semester,¿Contás con beneficios adicionales?,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,profile_studies_level,profile_studies_level_state,profile_career,Institución educativa,¿Salir o seguir contestando sobre las guardias?,work_on_call_duty,salary_on_call_duty_charge,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,profile_age,profile_gender
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2500000.0,,Cobro todo el salario en dólares,,De uno a tres sueldos,Mix de las anteriores,Uno,4.0,Marzo,3,"Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,10.0,2.0,2.0,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Python",Django,"PostgreSQL, Redis",PyTest,De 201 a 500 personas,100% remoto,0,7,1,Responder sobre mis estudios,Doctorado,Incompleto,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,Terminar encuesta,No,0.0,Bruto,Responder sobre mis estudios,41,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),650000.0,450000.0,Cobro parte del salario en dólares,380,De uno a tres sueldos,Mix de las anteriores,Dos,50.0,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Manager / Director,25.0,2.0,1.0,25,Amazon Web Services,"Java, Javascript, PHP, SQL","Angular, Laravel, Vue.js","MongoDB, MySQL",Postman,De 51 a 100 personas,Híbrido (presencial y remoto),2,8,5,Responder sobre mis estudios,Maestría,Completo,Licenciatura en direccion de negocios,UCES - Universidad de Ciencias Empresariales y Sociales,Terminar encuesta,,,,,45,Queer
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),490.0,440.0,Mi sueldo está dolarizado (pero cobro en moneda local),250,3+ sueldos,Mix de las anteriores,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",4,Technical Support,10.0,2.0,2.0,0,"VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,9,0,Terminar encuesta,,,,,,,,,,41,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,500000.0,500000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,Horarios flexibles,3,Developer,2.0,0.0,0.0,0,Azure,".NET, C#, CSS, HTML, Javascript, SQL","Bootstrap, jQuery",Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,9,5,Terminar encuesta,,,,,,,,,,23,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),793000.0,572000.0,,,No,No recibo bono,Dos,20.0,Mayo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",3,Technical Leader,13.0,11.0,6.0,8,"Linux, ibm iib10","Bash/Shell, HTML, Java, SQL, esql",Hibernate,"IBM Db2, Microsoft SQL Server, Redis",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,10,0,Terminar encuesta,,,,,,,,,,33,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),299700.0,250000.0,,,No,No recibo bono,Dos,40.0,Mayo,2,Abono de Internet,2,SysAdmin,2.0,2.0,2.0,0,"Azure, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,5,3,Responder sobre mis estudios,Terciario,En curso,Analista de Sistemas,UNLA - Universidad Nacional de Lanús,Responder sobre guardias,No,0.0,Bruto,Terminar encuesta,27,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1074722.0,687155.0,Cobro parte del salario en dólares,260,De uno a tres sueldos,Mix de las anteriores,Más de tres,35.0,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Stock options / RSUs",4,Technical Leader,25.0,3.0,3.0,80,"Amazon Web Services, Kubernetes","SQL, TypeScript",Node.js,"MongoDB, Redis","Postman, TestCafe",Más de 10000 personas,100% remoto,0,8,4,Terminar encuesta,,,,,,,,,,54,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,160000.0,,,Menos de un sueldo,Performance de la compañía,Tres,30.0,Mayo,2,Ninguna de las anteriores,4,Developer,25.0,12.0,12.0,20,"Google Cloud Platform, Windows Server",".NET, CSS, HTML, Javascript, PHP, SQL",".NET Core, Angular, Bootstrap, jQuery","Microsoft SQL Server, MySQL, Oracle",Postman,De 11  a 50  personas,Híbrido (presencial y remoto),3,9,0,Terminar encuesta,,,,,,,,,,49,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),654000.0,540000.0,Cobro parte del salario en dólares,,Un sueldo,Performance de la compañía,Dos,46.0,Mayo,2,"Abono de celular, Abono de Internet, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), dia libre por cumpleaños",2,Recruiter / HR,25.0,3.8,3.8,2,-,-,-,-,-,De 51 a 100 personas,Híbrido (presencial y remoto),1,7,1,Responder sobre guardias,Universitario,Completo,RRHH,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Bruto,Terminar encuesta,47,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,800000.0,Cobro parte del salario en dólares,,No,No recibo bono,Uno,20.0,Febrero,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Manager / Director,13.0,5.0,3.0,4,"Amazon Web Services, Docker, Kubernetes, Linux","C, Go, Python, SQL",Ninguno de los anteriores,"MariaDB, PostgreSQL, Redis",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,6,3,Terminar encuesta,,,,,,,,,,37,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1397000.0,890000.0,Mi sueldo está dolarizado (pero cobro en moneda local),"474,59",Un sueldo,Mix de las anteriores,Dos,87.0,Julio,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,4.0,3.0,1.0,0,"Amazon Web Services, Docker, Google Cloud Platform, Serverless","CSS, Go, Java, Javascript","Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch","Jest, Mocha, Postman",Más de 10000 personas,100% remoto,0,7,3,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,26,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),609840.0,428163.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Dos,70.0,Mayo,3,"Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc)",3,Consultant,7.0,1.0,4.0,0,SAP,Ninguno de los anteriores,SAP,HANA,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),2,6,0,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),596800.0,453914.0,,,De uno a tres sueldos,Permanencia,Dos,32.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,4.0,2.0,2.0,0,"Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","CSS, HTML, Java, Javascript, SQL, TypeScript","Node.js, React.js","ElasticSearch, MySQL, Redis",JUnit,De 501 a 1000 personas,Híbrido (presencial y remoto),1,8,1,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1116000.0,725000.0,Cobro parte del salario en dólares,,No,No recibo bono,Tres,46.0,Mayo,3,"Abono de celular, Horarios flexibles, Licencia por nacimiento extendida",3,DevOps Engineer,8.0,8.0,1.0,0,"Amazon Web Services, Docker, Kubernetes, Linux, OpenStack","Bash/Shell, Python",Ninguno de los anteriores,Percona Server,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,8,1,Terminar encuesta,,,,,,,,,,34,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),857555.0,587887.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,40.0,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,8.0,1.0,8.0,0,OpenShift,".NET, C#",.NET Core,"MongoDB, Oracle, PostgreSQL","Postman, Visual Studio Coded UI",De 2001a 5000 personas,100% remoto,0,9,0,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),280000.0,215000.0,,,No,No recibo bono,Dos,16.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",2,Analista IAM,2.0,0.0,0.0,0,"Amazon Web Services, Azure, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,7,1,Responder sobre mis estudios,Terciario,En curso,Tecnicatura en Desarrollo de Software,UADE - Universidad Argentina De la Empresa,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1920000.0,1920000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,Horarios flexibles,3,Developer,4.0,1.0,1.0,3,"Amazon Web Services, Docker, Linux","Javascript, Python, TypeScript","Next.js, Node.js","MongoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,4,Terminar encuesta,,,,,,,,,,33,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,400000.0,,,De uno a tres sueldos,Mix de las anteriores,Tres,60.0,Junio,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,Developer,3.0,1.5,1.5,0,Firebase,Kotlin,"A la par de swift ui, en Android esta jetpack compose",Microsoft SQL Server,No se,De 201 a 500 personas,100% remoto,0,10,1,Terminar encuesta,,,,,,,,,,31,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),320000.0,400000.0,,,No,No recibo bono,Uno,25.0,Febrero,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,5.0,2.0,2.0,0,"Amazon Web Services, Docker, Linux, VMWare","HTML, Javascript, PHP, SQL","Bootstrap, jQuery","ElasticSearch, MySQL, Redis",PHPUnit,De 501 a 1000 personas,Híbrido (presencial y remoto),2,7,3,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,39,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),410000.0,,,,No,No recibo bono,Dos,30.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería",3,Developer,2.0,2.0,0.0,0,"Azure, Docker, Kubernetes","Bash/Shell, CSS, HTML, Javascript","Bootstrap, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc)",Jest,De 1001 a 2000 personas,100% remoto,0,7,5,Terminar encuesta,,,,,,,,,,30,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),435000.0,383000.0,,,Menos de un sueldo,Mix de las anteriores,Dos,45.0,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Sueldo dividido en dos pagos por mes",3,Consultant,3.0,1.5,0.3,2,Ninguna de las anteriores,"CSS, HTML, Java, Javascript, Salesforce","Bootstrap, WordPress",Ninguna de las anteriores,Postman,De 101 a 200 personas,100% remoto,0,10,3,Responder sobre guardias,Universitario,En curso,Tecnicatura en Informática,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,"Sí, pasiva",150.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),647000.0,450000.0,,,No,No recibo bono,Dos,45.0,Junio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",3,Developer,3.0,0.0,0.0,0,Windows Server,".NET, HTML, SQL, TypeScript",".NET Core, Angular, Bootstrap, Flutter",Microsoft SQL Server,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,8,2,Terminar encuesta,,,,,,,,,,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),330000.0,273000.0,,,No,No recibo bono,Tres,40.0,Julio,3,Capacitaciones y/o cursos,2,Developer,4.0,2.0,2.0,0,Azure,"Javascript, SQL, TypeScript",Node.js,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Postman,De 51 a 100 personas,100% remoto,0,0,2,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000.0,337000.0,,,No,No recibo bono,Uno,25.0,Junio,2,"Clases de idiomas, Lactario en la oficina",2,Developer,6.0,0.0,0.0,0,"Docker, Kubernetes, Linux, Microcontroladores","PHP, Python, SQL","Bootstrap, CodeIgniter, Flask, jQuery, Symfony","MySQL, Redis",Postman,De 101 a 200 personas,Híbrido (presencial y remoto),3,7,5,Responder sobre guardias,Universitario,Incompleto,Analista de Sistemas,,Responder sobre guardias,"Sí, pasiva",25.0,Porcentaje de mi sueldo bruto,Terminar encuesta,31,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1250000.0,1250000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,6.0,4.0,4.0,0,"Amazon Web Services, Firebase, Linux, Serverless","Go, HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Laravel, Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MongoDB, MySQL, Redis","Jest, Postman",De 1001 a 2000 personas,Híbrido (presencial y remoto),1,10,5,Terminar encuesta,,,,,,,,,,34,helicoptero apache
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),492500.0,416000.0,,,No,No recibo bono,Tres,25.0,Abril,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), ",3,Architect,9.0,9.0,1.0,0,"Azure, Google Cloud Platform, Workspace",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,8,1,Terminar encuesta,,,,,,,,,,38,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),525000.0,429000.0,,,No,No recibo bono,Dos,35.0,Junio,2,"Ninguna de las anteriores, dia de cumpleaños, 21 dias de vacaciones",2,Developer,3.0,0.0,0.0,0,Ninguna de las anteriores,"HTML, Javascript, TypeScript","Next.js, Node.js, React.js",Redis,"Jest, react testing library",De 11  a 50  personas,100% remoto,0,5,2,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,1127000.0,1127000.0,Cobro todo el salario en dólares,490,No,No recibo bono,Uno,15.0,Marzo,4,Capacitaciones y/o cursos,4,SRE (Site Reliability Engineer),4.0,0.0,0.0,2,"Amazon Web Services, Docker, Kubernetes, Linux, VMWare",".NET, C#, Go, Python, SQL",.NET Core,"Microsoft SQL Server, MySQL, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,6,2,Responder sobre guardias,Universitario,En curso,Ingeniería en Telecomunicaciones,UNSAM - Universidad de San Martín,Terminar encuesta,"Sí, pasiva",1000.0,Neto,Responder sobre mis estudios,31,Hombre. Nada de pelotudeces.
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),868220.0,697341.0,,,Un sueldo,Mix de las anteriores,Tres,70.0,Mayo,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,Technical Leader,12.0,6.0,2.0,5,Amazon Web Services,"Java, Kotlin",Ninguno de los anteriores,"Amazon DynamoDB, Microsoft SQL Server","JUnit, Postman",Más de 10000 personas,100% remoto,0,6,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,44,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),655000.0,557000.0,,,De uno a tres sueldos,Performance individual,Tres,55.0,Julio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Middleware,12.0,0.0,0.0,0,"Docker, Kubernetes, Linux, OpenShift, VMWare","Bash/Shell, HTML, Java, Javascript, Perl, PHP, Python, SQL","Flask, Hadoop, jQuery, Spring","ElasticSearch, Microsoft SQL Server, Oracle, Redis","Postman, SoapUI",De 101 a 200 personas,Híbrido (presencial y remoto),0,7,3,Responder sobre guardias,Secundario,Completo,,,Terminar encuesta,"Sí, pasiva",8.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,37,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000.0,250000.0,,,No,No recibo bono,Uno,35.0,Mayo,2,Sueldo dividido en dos pagos por mes,2,Developer,2.0,2.0,2.0,0,"Amazon Web Services, Firebase, Linux","HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, jQuery, Laravel, Next.js, Node.js, React.js",MySQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,3,4,Responder sobre mis estudios,Universitario,Completo,Antropología,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,33,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2329500.0,2209500.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",3,QA / Tester,5.0,1.0,1.0,0,"Amazon Web Services, Windows Server","Javascript, SQL","Node.js, React.js",Microsoft SQL Server,"Cucumber, Cypress, Jest, Postman",De 51 a 100 personas,100% remoto,0,8,0,Terminar encuesta,,,,,,,,,,30,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),330000.0,273000.0,,,No,No recibo bono,No,0.0,No tuve,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Facturación monotributo",3,Scrum Master,5.0,0.0,0.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,6,3,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,800000.0,,,Un sueldo,Mix de las anteriores,Dos,40.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Technical Leader,15.0,4.0,4.0,9,"Amazon Web Services, Docker, Kubernetes, Linux, VMWare, Windows Server","HTML, Java, Javascript, SQL, TypeScript","Angular, Bootstrap, Hibernate, React.js, Spring","Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,6,1,Responder sobre guardias,Universitario,Completo,Licenciatura en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,38,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),607000.0,495000.0,,,No,No recibo bono,Dos,70.0,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Business Analyst,3.0,2.0,2.0,0,"Linux, SAP, Windows Server","CSS, HTML, Java, Javascript, SQL, VBA","jQuery, Spring",Oracle,"Postman, Selenium, SoapUI",De 11  a 50  personas,100% remoto,0,8,3,Terminar encuesta,,,,,,,,,,31,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,420000.0,Cobro parte del salario en dólares,,No,No recibo bono,Uno,37.0,Marzo,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,7.0,0.0,0.0,0,SAP,ABAP,SAP,"HANA, Oracle",SoapUI,De 201 a 500 personas,100% remoto,0,3,2,Responder sobre guardias,Terciario,Completo,Analista de Sistemas,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,31,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),760000.0,600000.0,,,Un sueldo,Performance individual,Más de tres,40.0,Julio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,Architect,3.0,7.0,3.0,0,"Amazon Web Services, Arduino o similar, Docker, Kubernetes, Linux, Microcontroladores, OpenStack, VMWare","Arduino, Bash/Shell, C, C++, Javascript, Python",Node.js,"MongoDB, MySQL",Postman,Más de 10000 personas,100% remoto,0,7,4,Terminar encuesta,,,,,,,,,,27,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,1600000.0,Cobro todo el salario en dólares,268,De uno a tres sueldos,Mix de las anteriores,No,0.0,Julio,3,"Abono de celular, Abono de Internet, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",3,VP / C-Level,20.0,1.0,3.0,45,"Azure, Google Cloud Platform, Kubernetes, Linux",".NET, Go, Python, Ruby","Hadoop, Laravel, Rails, React.js, Vue.js","Amazon DynamoDB, Cassandra, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc)","Cucumber, JUnit, Postman",De 51 a 100 personas,100% remoto,0,8,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,47,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),754000.0,500000.0,,,De uno a tres sueldos,Performance grupal,Más de tres,65.0,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,11.0,5.0,2.0,6,"Amazon Web Services, Docker, IBM Cloud / Watson, Kubernetes, Serverless","Java, Python, Genexus","Hibernate, jQuery","IBM Db2, Microsoft SQL Server",Postman,De 2001a 5000 personas,100% remoto,0,10,0,Terminar encuesta,,,,,,,,,,38,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1800000.0,1700000.0,Cobro todo el salario en dólares,490,No,No recibo bono,No,0.0,No tuve,4,"Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",4,Designer,20.0,0.0,0.0,0,Unity,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,40,Varón Cis
