work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),1540000.0,0.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,Uno,15,Febrero,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,DevSecOps Engineer,15.0,7.0,4.0,2.0,"Amazon Web Services, Kubernetes, Linux, OpenShift",".NET, C#, Go, HTML, Java, Javascript, PHP, Python",.NET Core,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,Posgrado/Especialización,Completo,Ingeniería en Informática,UBP - Universidad Blas Pascal,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,38,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),211149.0,178563.0,TRUE,,,,,Un sueldo,Performance grupal,Uno,15,Abril,2,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",3,SysAdmin / DevOps / SRE,2.0,1.0,1.0,0.0,"Linux, Cloudera","Bash/Shell, YAML","Hadoop, Spark","PostgreSQL, HBase",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,8,Secundario,Completo,Tecnicatura Electrónica,UNLP - Universidad Nacional de La Plata,no,,No,0.0,Porcentaje de mi sueldo bruto,30,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),350000.0,300000.0,TRUE,,,,,Un sueldo,Performance de la compañía,Uno,20,Abril,2,Ninguna de las anteriores,2,Architect,8.0,5.0,5.0,10.0,"Amazon Web Services, Azure, Google Cloud Platform","Java, Python",Ninguno de los anteriores,"Amazon Redshift, MySQL",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,5,,,,,,,,,,40,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),357927.0,240305.95,TRUE,,,,,No,No recibo bono,Dos,32,Junio,3,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Infosec,20.0,16.0,12.0,0.0,"Azure, Docker, Linux, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,"ElasticSearch, Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,6,Universitario,Incompleto,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,38,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),325000.0,271000.0,TRUE,,,,,No,No recibo bono,Dos,16,Mayo,4,Ninguna de las anteriores,2,Developer,20.0,12.0,12.0,0.0,Ninguna de las anteriores,PL/SQL Developer,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,6,,,,,,,,,,48,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),300000.0,249000.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,2,Horarios flexibles,1,Developer,6.0,0.0,0.0,0.0,Azure,".NET, Javascript",".NET Core, Bootstrap, jQuery",Microsoft SQL Server,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,0,,,,,,,,,,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Participación societaria en una cooperativa,350000.0,237000.0,TRUE,,,,,3+ sueldos,Performance de la compañía,Dos,25,Abril,4,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,11.0,1.0,1.0,0.0,Amazon Web Services,"CSS, HTML, Java, TypeScript","Angular, Bootstrap","Amazon DynamoDB, Oracle",Postman,De 201 a 500 personas,100% remoto,0,8,,,,,,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Part-Time,Freelance,86000.0,85000.0,TRUE,,,,,No,No recibo bono,Dos,63,Junio,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,QA / Tester,0.0,0.0,0.0,0.0,Docker,"HTML, Java, SQL",Ninguno de los anteriores,PostgreSQL,Selenium,De 51 a 100 personas,100% remoto,0,9,Universitario,En curso,Técnicatura Universitaria en Desarrollo de Aplicaciones Informáticas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),272961.0,191432.0,TRUE,Cobro parte del salario en dólares,127,,,Un sueldo,Performance individual,Más de tres,30%,Julio,3,"Abono de Internet, Capacitaciones y/o cursos",3,Developer,4.0,2.0,2.0,0.0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Angular, Bootstrap",Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,10,,,,,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Participación societaria en una cooperativa,310000.0,310000.0,TRUE,,,,,De uno a tres sueldos,Performance de la compañía,Tres,55,Julio,3,"Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,20.0,7.0,5.0,0.0,"Amazon Web Services, Linux","HTML, Java, Javascript, SQL","Spring, Quarkus, Jersey","MariaDB, Microsoft SQL Server, Oracle, SQLite","JUnit, Postman, SoapUI",De 101 a 200 personas,Híbrido (presencial y remoto),1,9,Universitario,Completo,Licenciatura en Informática,UP - Universidad de Palermo,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,42,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),505000.0,505000.0,TRUE,Cobro todo el salario en dólares,,,0,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,5.0,1.0,1.0,1.0,"Docker, Heroku, Kubernetes, Linux","Bash/Shell, PHP, Python, SQL",Django,PostgreSQL,Postman,De 11  a 50  personas,Híbrido (presencial y remoto),3,10,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,,,No,0.0,Porcentaje de mi sueldo bruto,26,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),335000.0,268000.0,TRUE,Cobro todo el salario en dólares,230,,0,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,15.0,2.0,2.0,2.0,Ninguna de las anteriores,"C++, C#, CSS, HTML, Javascript, PHP",".NET Core, jQuery",Ninguna de las anteriores,NUnit,De 2 a 10 personas,100% remoto,0,10,Terciario,Completo,Tecnicatura Superior en Análisis de Sistemas,Juan XXIII,,,,,,40,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),149500.0,124085.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),,,,No,No recibo bono,Uno,15,Abril,3,"Capacitaciones y/o cursos, Horarios flexibles",2,Developer,1.0,0.0,0.0,0.0,OpenShift,".NET, C#",.NET Core,Microsoft SQL Server,NUnit,De 11  a 50  personas,100% remoto,0,9,Universitario,En curso,Ingeniería en Informática,UNAJ - Universidad Nacional Arturo Jauretche,,,No,0.0,Porcentaje de mi sueldo bruto,32,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),160240.0,133000.0,TRUE,,,,,Un sueldo,Performance individual,Dos,36,Abril,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,2.0,2.0,2.0,0.0,"Docker, Google Cloud Platform, Kubernetes, Linux, OpenStack, VMWare",Python,Bootstrap,"MariaDB, MySQL",JUnit,De 11  a 50  personas,Híbrido (presencial y remoto),1,9,Universitario,En curso,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),235000.0,210000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),Esta dolarizado informalmente. Dan aumentos acorde para no atrasarte a la inflación y los disfrazan con cambios de posición.,,,No,No recibo bono,Dos,40%,Mayo,3,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",3,Sysadmin e Infosec,5.0,7.0,3.0,0.0,"Azure, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,7,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,,,,,,27,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),0.0,260000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),165,,,No,No recibo bono,No,0,No tuve,2,"Capacitaciones y/o cursos, Horarios flexibles",3,SysAdmin / DevOps / SRE,9.0,1.0,2.0,0.0,"Amazon Web Services, Docker, Kubernetes, Windows Server",.NET,Ninguno de los anteriores,"Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server, Redis",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,7,Universitario,Completo,Licenciatura en Sistemas de Información,UNLaM - Universidad Nacional de La Matanza,,,No,0.0,Porcentaje de mi sueldo bruto,26,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),2240000.0,2240000.0,TRUE,Cobro todo el salario en dólares,280,,,No,No recibo bono,No,0,No tuve,4,"Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,QA / Tester,12.0,0.0,0.0,0.0,Firebase,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Postman,De 11  a 50  personas,100% remoto,0,7,Terciario,Completo,Analista de Sistemas,IRSO,no,,No,0.0,Bruto,42,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,180000.0,TRUE,,,,,No,No recibo bono,Uno,30,Enero,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas",2,Developer,5.0,4.0,3.0,0.0,"AIX, Microcontroladores, SAP, VMWare, Windows Server",".NET, SQL, VBA",.NET Core,Sybase,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,6,,,,,,,,,,39,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),340000.0,238000.0,TRUE,,,,,Un sueldo,Mix de las anteriores,Dos,50,Julio,2,Ninguna de las anteriores,2,SysAdmin / DevOps / SRE,6.0,3.0,2.0,0.0,"Docker, Kubernetes, Linux, VMWare, Windows Server, OCI Oracle Cloud","Bash/Shell, Powershell",".NET Core, Hadoop","Microsoft SQL Server, MongoDB",TFS,De 51 a 100 personas,100% remoto,0,6,,,,,,,,,,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),155096.37,128730.0,TRUE,,,,,No,No recibo bono,Dos,24,Julio,2,"Clases de idiomas, Horarios flexibles",2,Developer,4.0,2.0,2.0,0.0,"Amazon Web Services, Google Cloud Platform, SAP",Python,Flask,"Amazon DynamoDB, MongoDB, MySQL",Postman,De 11  a 50  personas,100% remoto,0,5,Universitario,Incompleto,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,,,,,,24,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),701440.0,510640.0,TRUE,,,,,No,No recibo bono,Dos,31,Junio,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Viáticos",4,Manager / Director,30.0,10.0,2.0,30.0,"Docker, Linux",Python,FastAPI,MongoDB,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,8,Universitario,Completo,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,,,,,,54,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),320000.0,242000.0,TRUE,,,,0,De uno a tres sueldos,Performance individual,Uno,29,Abril,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,SysAdmin / DevOps / SRE,10.0,0.0,0.0,1.0,"Amazon Web Services, OpenStack, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),3,7,Universitario,Incompleto,Ingeniería en Sistemas de Información,UNLaM - Universidad Nacional de La Matanza,,,No,0.0,Porcentaje de mi sueldo bruto,37,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),250000.0,200000.0,TRUE,Cobro todo el salario en dólares,,,0,No,No recibo bono,No,15,Febrero,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,Developer,6.0,0.0,0.0,0.0,Azure,".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Angular","Microsoft SQL Server, Redis","Jest, NUnit",De 201 a 500 personas,100% remoto,0,6,Universitario,Completo,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,,,No,0.0,Neto,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),440000.0,275000.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,3,Project Manager,35.0,0.0,0.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,8,Universitario,Incompleto,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,,,No,0.0,Bruto,56,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),160000.0,138000.0,TRUE,,,,,No,No recibo bono,Dos,40,Mayo,1,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas",1,SysAdmin / DevOps / SRE,7.0,0.0,0.0,0.0,"Google Cloud Platform, Linux, SAP, VMWare, Windows Server","COBOL, SQL",Ninguno de los anteriores,"Microsoft SQL Server, SQLite",Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,0,4,,,,,,,,,,37,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),160000.0,160000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,Uno,20%,Mayo,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",3,QA / Tester,0.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Heroku",Ruby,.NET Core,Ninguna de las anteriores,"Cucumber, Cypress, Postman, Selenium",De 11  a 50  personas,100% remoto,0,8,,,,,,,,,,25,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),2500000.0,2500000.0,TRUE,Cobro todo el salario en dólares,230,,,No,No recibo bono,No,0,No tuve,4,"Abono de Internet, Horarios flexibles",4,Developer,10.0,1.0,1.0,0.0,Azure,"C#, Javascript",".NET Core, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Xunit,De 501 a 1000 personas,100% remoto,0,8,,,,,,,,,,29,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),170000.0,144000.0,TRUE,Cobro parte del salario en dólares,-,,-,No,No recibo bono,No,0,No tuve,3,"Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,UX Designer,4.0,3.0,3.0,2.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,8,Universitario,Completo,Diseño Gráfico,UCAECE - Centro de Altos Estudios en Ciencias Exactas,-,-,,,,27,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),321000.0,230000.0,TRUE,,,,,No,No recibo bono,Dos,22,Julio,3,Descuento en gimnasios / Clases de gimnasia online,2,Developer,15.0,3.0,3.0,0.0,Windows Server,".NET, C#, CSS, HTML, SQL",".NET Core, Angular, Bootstrap, jQuery",Microsoft SQL Server,Xunit,De 201 a 500 personas,Híbrido (presencial y remoto),3,5,,,,,,,,,,41,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),570000.0,320000.0,TRUE,Cobro parte del salario en dólares,127,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,26,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Architect,15.0,0.0,5.0,0.0,"AIX, Amazon Web Services, Docker, Kubernetes, Linux, OpenShift, VMWare","Go, Java, Javascript",Cordova,"ElasticSearch, MySQL, Oracle, PostgreSQL, Redis","JUnit, Postman, Selenium",De 501 a 1000 personas,100% remoto,0,9,,,,,,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),430.0,270.0,TRUE,,,,,De uno a tres sueldos,Performance individual + performance de la compañia,Tres,52%,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,2.0,0.0,0.0,0.0,"Kubernetes, OpenShift",TypeScript,Next.js,MongoDB,Jest,De 1001 a 2000 personas,100% remoto,0,10,Secundario,Completo,,,,,No,0.0,Neto,21,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),120000.0,100000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),1000,,,Un sueldo,Performance grupal,Uno,10,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Stock options / RSUs",2,Developer,2.0,5.0,1.0,0.0,Docker,"CSS, HTML, Javascript",React.js,Ninguna de las anteriores,"Cucumber, Jest",De 5001 a 10000 personas,100% remoto,0,8,,,,,,,,,,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),221000.0,185000.0,TRUE,,,,,No,No recibo bono,Uno,30,Julio,2,Abono de Internet,2,Data Scientist,6.0,1.0,1.0,2.0,Google Cloud Platform,"R, SQL",Ninguno de los anteriores,"HANA, MySQL, Teradata",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,8,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,,,,29,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),534000.0,534000.0,TRUE,Cobro todo el salario en dólares,,,,De uno a tres sueldos,Performance de la compañía,No,0,No tuve,2,Horarios flexibles,2,Developer,5.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Linux","Python, TypeScript","Django, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,4,Universitario,Completo,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,,,No,0.0,Bruto,27,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),529000.0,313283.68,TRUE,Cobro parte del salario en dólares,250,,,De uno a tres sueldos,Mix de las anteriores,Dos,58,Julio,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Project Manager,25.0,2.0,2.0,8.0,"Amazon Web Services, Docker, Google Cloud Platform, Linux, Microcontroladores","C, Go, Python, SQL",Ninguno de los anteriores,"MySQL, Teradata",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,10,Universitario,Completo,Analista de Sistemas,UM - Universidad de Morón,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,52,Varón Cis
