work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),134000.0,111000.0,TRUE,,,,,No,No recibo bono,Uno,25,Febrero,2,"Abono de celular, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), medicina prepaga y seguros adicionales",3,Recruiter / HR,4.0,3.0,2.0,2.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,9,Universitario,Completo,lic. en psicología,Universidad Maimónides,no,no,,,,33,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),228.0,183.02,TRUE,Cobro parte del salario en dólares,"127,75",,,Un sueldo,Performance de la compañía,Uno,14%,Marzo,2,"Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",2,UX Designer,2.0,2.0,2.0,0.0,"Figma, Zeplin, Miro, etc.",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,0,Universitario,Completo,Licenciatura en Antropología Social,UNSAM - Universidad de San Martín,No,,,,,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000.0,260000.0,TRUE,,,,,Un sueldo,Mix de las anteriores,Dos,20%,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida",4,SysAdmin / DevOps / SRE,2.5,2.5,2.5,0.0,"Azure, Docker, Kubernetes, Linux","Bash/Shell, PowerShell",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,7,,,,,,,,,,26,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),660800.0,630000.0,TRUE,Cobro todo el salario en dólares,236,,,No,Performance individual,Uno,30%,Junio,4,"Capacitaciones y/o cursos, Clases de idiomas",3,Developer,3.0,0.0,0.0,0.0,"Ninguna de las anteriores, Jenkins, Datadog, browserStack",Javascript,"Node.js, React.js",MongoDB,"Ninguna de las anteriores, React Testing Library",De 101 a 200 personas,100% remoto,0,10,Universitario,Completo,Diseñadora grafica,Universidad Rafael Belloso Chacin (Venezuela),ADA IT,Desarrollo web frontend,,,,33,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),485000.0,200.0,TRUE,Cobro parte del salario en dólares,,,,De uno a tres sueldos,Mix de las anteriores,No,5,No tuve,2,"Abono de celular, Clases de idiomas",3,UX Designer,15.0,1.0,3.0,1.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,9,Universitario,Completo,Diseño Gráfico,UBA - Universidad de Buenos Aires,no,,,,,39,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150000.0,260000.0,TRUE,Cobro parte del salario en dólares,,,,Menos de un sueldo,Performance de la compañía,Tres,30,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Recruiter / HR,4.0,1.0,1.0,0.0,"Ninguna de las anteriores, trabajo en HR",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,10,,,,,,,,,,29,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1180000.0,1170000.0,TRUE,Cobro todo el salario en dólares,,,,De uno a tres sueldos,Performance de la compañía,Uno,15%,Marzo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Manager / Director,14.0,5.0,2.0,50.0,Firebase,"C#, Kotlin",Ninguno de los anteriores,"Amazon DynamoDB, Redis",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,9,Universitario,Completo,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,,,,,,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000.0,257000.0,TRUE,,,,,Menos de un sueldo,Mix de las anteriores,Dos,20,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,SysAdmin / DevOps / SRE,2.5,2.5,2.5,0.0,"Azure, Docker, Kubernetes","Bash/Shell, Powershell",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,8,Terciario,Incompleto,Analista de Sistemas,ORT,,,No,0.0,Porcentaje de mi sueldo bruto,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),297127.0,215000.0,TRUE,,,,0,De uno a tres sueldos,Mix de las anteriores,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,SysAdmin / DevOps / SRE,1.0,0.0,0.0,0.0,"Azure, Docker, Kubernetes, Linux",Python,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),0,8,Universitario,En curso,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,,,No,0.0,Porcentaje de mi sueldo bruto,24,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),267500.0,220000.0,TRUE,,,,,Menos de un sueldo,Performance de la compañía,Dos,22,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Product Analyst,10.0,2.0,3.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,MySQL,Postman,De 5001 a 10000 personas,100% remoto,0,5,Universitario,Completo,Licenciatura en Ciencias Sociales,UNQ - Universidad Nacional de Quilmes,Mindhub,Programacion web fullstack,,,,29,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),233000.0,0.0,TRUE,Cobro parte del salario en dólares,"121,75",,,Menos de un sueldo,Performance individual,Dos,28,Julio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,1.0,0.0,0.0,0.0,"Amazon Web Services, Docker",Java,Spring,Amazon DynamoDB,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,9,Terciario,Completo,Analista de Sistemas,ORT,,,No,0.0,Porcentaje de mi sueldo bruto,30,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),260000.0,200000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,20%,Abril,2,"Abono de Internet, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Infosec,3.0,1.0,1.0,0.0,"Azure, Linux, VMWare, Windows Server",Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,6,Posgrado/Especialización,En curso,Licenciatura en Administración,UTN - Universidad Tecnológica Nacional,,,,,,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),190000.0,160000.0,TRUE,,,,,No,No recibo bono,Uno,18,Febrero,2,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,Recruiter / HR,6.0,0.0,0.0,0.0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),0,8,Universitario,En curso,,UBA - Universidad de Buenos Aires,,,No,0.0,Porcentaje de mi sueldo bruto,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),165934.0,140266.0,TRUE,,,,,No,No recibo bono,Dos,20,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Designer,4.0,0.0,0.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,1,10,Universitario,En curso,Artes Multimediales,UNA,,,,,,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),205000.0,172000.0,TRUE,,,,,No,No recibo bono,Uno,20,Enero,1,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,Consultant,1.0,3.0,1.0,0.0,Netsuite,HTML,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,5,Universitario,Completo,Licenciatura en Administración,UBA - Universidad de Buenos Aires,,,,,,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),313515.0,226000.0,TRUE,,,,,No,No recibo bono,Dos,20,Abril,1,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida",1,Project Manager,6.0,6.0,3.0,15.0,"Docker, Windows Server",".NET, SQL",".NET Core, Bootstrap, Hibernate, jQuery, React.js",Microsoft SQL Server,Postman,De 101 a 200 personas,100% remoto,0,5,,,,,,,,,,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),319548.0,225797.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,20,Marzo,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1,Developer,4.0,3.0,3.0,0.0,Ninguna de las anteriores,Python,Django,Oracle,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,4,Universitario,Completo,Márketing,UCES - Universidad de Ciencias Empresariales y Sociales,No,,No,0.0,Porcentaje de mi sueldo bruto,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),317000.0,276000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),,,,Menos de un sueldo,acuerdo en el contrato,Dos,35,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas",3,UX Designer,2.0,0.0,2.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,7,,,,,,,,,,30,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),265000.0,221000.0,TRUE,,,,,No,No recibo bono,Dos,54,Junio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",3,Developer,3.0,0.0,0.0,1.0,"Firebase, Google Cloud Platform, Google Tag Manager","CSS, HTML, Javascript, Python, SQL",jQuery,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),0,8,,,,,,,,,,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150000.0,103000.0,TRUE,Cobro parte del salario en dólares,115,,,No,No recibo bono,Uno,15,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,2.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Linux","Java, PHP","Spring, Camel",MariaDB,"JUnit, Selenium",Más de 10000 personas,Híbrido (presencial y remoto),0,10,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,,,No,0.0,Bruto,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),169381.0,151781.0,TRUE,Cobro parte del salario en dólares,,,,Menos de un sueldo,Performance individual,Más de tres,Alrededor de 4% mensual,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida",4,Content Designer,4.0,0.0,0.0,0.0,"Amazon Web Services, Git",HTML,WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,10,,,,,,,,,,30,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),305000.0,212000.0,TRUE,,,,,Menos de un sueldo,Performance individual,Uno,15,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Consultant,5.0,2.5,0.0,1.0,Google Cloud Platform,SQL,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,9,Universitario,Completo,lic en administracion y sistemas,ITBA Instituto Tecnológico de Buenos Aires,,,No,0.0,Neto,24,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),510000.0,330000.0,TRUE,,,,,Un sueldo,Performance individual,Tres,30,Julio,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,Consultant,7.0,1.0,1.0,0.0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,10,,,,,,,,,,32,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150150.0,126000.0,TRUE,,,,,No,No recibo bono,Dos,30,Marzo,3,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,Developer,3.0,3.0,3.0,2.0,"Docker, Linux",Javascript,"Node.js, Vue.js",MongoDB,Jest,De 51 a 100 personas,100% remoto,0,8,,,,,,,,,,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000.0,240000.0,TRUE,,,,,3+ sueldos,Mix de las anteriores,Dos,25,Junio,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,Architect,3.0,0.0,0.0,0.0,"Docker, Google Cloud Platform, Linux","Bash/Shell, Java, Python","Hadoop, Spark, TensorFlow","Google Cloud Storage, MongoDB, Oracle, PostgreSQL, Teradata",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,6,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,,,No,0.0,Neto,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),530000.0,0.0,TRUE,Cobro parte del salario en dólares,128.5,,,No,No recibo bono,Dos,30,Julio,4,"Abono de Internet, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Recruiter / HR,3.0,3.0,3.0,3.0,Avature,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),0,9,Posgrado/Especialización,Completo,marketing y recursos humanos,UCES - Universidad de Ciencias Empresariales y Sociales,,,No,0.0,Porcentaje de mi sueldo bruto,41,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),310000.0,220000.0,TRUE,,,,,No,Solo cobran bono las personas que no están por consultora,Dos,22,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,3.0,2.0,2.0,0.0,Ninguna de las anteriores,"CSS, HTML, Java, SQL","Hibernate, jQuery, Spring",MySQL,JUnit,De 1001 a 2000 personas,100% remoto,0,5,,,,,,,,,,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000.0,270000.0,TRUE,,,,,No,No recibo bono,Dos,8% y 12%,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",2,Developer,4.0,3.0,3.0,0.0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Next.js, React.js, Vue.js",Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,1,3,,,,,,,,,,31,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),420000.0,300000.0,TRUE,Cobro parte del salario en dólares,oficial,,,De uno a tres sueldos,Performance individual,Uno,se actualiza por la inflación,Junio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,UX Designer,5.0,0.0,0.0,0.0,"Figma, Sketch, Zeplin, Miro, Invision, Jira.",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,6,Posgrado/Especialización,En curso,Diseño Gráfico,UB - Universidad de Belgrano,,,,,,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,200000.0,TRUE,Cobro parte del salario en dólares,112,,,No,No recibo bono,Uno,30,Febrero,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,Developer,2.0,2.0,1.0,0.0,"Amazon Web Services, Azure","Objective-C, Swift",SwiftUI,Ninguna de las anteriores,Appium,De 201 a 500 personas,100% remoto,0,7,Universitario,En curso,Tecnicatura en Programación,UNQ - Universidad Nacional de Quilmes,,,No,0.0,Porcentaje de mi sueldo bruto,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),161.0,133.0,TRUE,,,,,No,No recibo bono,Dos,"38,80%",Abril,3,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,1.0,1.0,1.0,0.0,Ninguna de las anteriores,"Javascript, TypeScript",React Native,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,,,,,,,,,,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,350000.0,TRUE,,,,,Un sueldo,Performance individual,Uno,50,Junio,3,"Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,8.0,7.0,3.0,3.0,"Docker, Google Cloud Platform, Linux","Bash/Shell, Java, Javascript, SQL, TypeScript","Hibernate, Spring",PostgreSQL,"Jest, JUnit, Postman",De 51 a 100 personas,Híbrido (presencial y remoto),1,6,Universitario,Incompleto,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),257326.0,261381.0,TRUE,Cobro parte del salario en dólares,127,,,No,No recibo bono,Uno,15,Abril,3,"Abono de Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,BI Analyst / Data Analyst,2.0,2.0,0.0,0.0,"Docker, Linux",PHP,Ninguno de los anteriores,"MariaDB, MongoDB, MySQL",Postman,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,8,,,,,,,,,,33,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),90000.0,74700.0,TRUE,,,,,No,No recibo bono,Uno,50%,Mayo,3,Ninguna de las anteriores,2,Developer,0.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Kubernetes","CSS, HTML, Java, Javascript, SQL, TypeScript","Angular, Spring","MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,5,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Egg coperacion,Full Stack developer,,,,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000.0,320000.0,TRUE,,,,,De uno a tres sueldos,Performance individual,Dos,25,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,Infosec,10.0,6.0,6.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,10,Universitario,Incompleto,Licenciatura en Informática,UBA - Universidad de Buenos Aires,,,No,0.0,Neto,39,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),308000.0,230000.0,TRUE,Cobro parte del salario en dólares,,,,No,No recibo bono,Dos,22,Julio,3,"Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,QA / Tester,9.0,2.0,1.0,0.0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,8,Universitario,Incompleto,Diseño Multimedial,UP - Universidad de Palermo,,,"Sí, activa",200.0,Porcentaje de mi sueldo bruto,33,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),122000.0,115000.0,TRUE,,,,,No,No recibo bono,Dos,27,Junio,2,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,Analista Funcional,2.0,2.0,2.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,3,Terciario,En curso,Analista de Sistemas,IRSO - Instito Scalabrini Ortiz,Codo a Codo,"Full Stack Python, Tester QA, Big Data",,,,49,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),0.0,180300.0,TRUE,Cobro todo el salario en dólares,,,,Un sueldo,Aguinaldo,Dos,400%,Julio,4,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,BI Analyst / Data Analyst,3.0,1.6,1.6,0.0,"Amazon Web Services, Docker","Python, SQL",Flask,"MongoDB, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,10,Universitario,En curso,Licenciatura en Ciencia de Datos,UBA - Universidad de Buenos Aires,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,22,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150578.0,127800.0,TRUE,,,,,No,No recibo bono,Dos,24%,Julio,3,Horarios flexibles,3,Developer,0.0,0.0,0.0,0.0,Windows Server,".NET, C#, CSS, HTML, SQL, TypeScript",".NET Core, Angular, Bootstrap","Microsoft SQL Server, MongoDB, SQLite",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),4,7,Terciario,En curso,Analista de Sistemas,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,,,,,,30,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),395000.0,250000.0,TRUE,Cobro parte del salario en dólares,,,,De uno a tres sueldos,Mix de las anteriores,Dos,30,Julio,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,QA / Tester,3.0,0.0,3.0,0.0,"Amazon Web Services, Docker, Firebase","Python, SQL",Ninguno de los anteriores,PostgreSQL,"Appium, Selenium",De 201 a 500 personas,100% remoto,0,9,Terciario,Completo,Analista de Sistemas,ISJT,,,,,,26,Mujer Cis
